Course number ,Class name ,crn #,section,time ,professor,
,,,,,,
,,,,Please see,,
,,,,,,
3500,Special Studies,13206,1,ARR,"Allison,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,13208,2,ARR,"Carroll,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,13210,3,ARR,"Coalier,P",
,,,,,,
,,,,Please see,,
,,,,,,
,,13215,4,ARR,"Dalton,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,13216,5,ARR,"Davis,P",
,,,,,,
,,,,Please see,,
,,,,,,
,,13217,6,ARR,"Duffey,S",
,,,,,,
,,,,Please see,,
,,,,,,
,,13219,7,ARR,"Ebest,S",
,,,,,,
,,,,Please see,,
,,,,,,
,,13221,8,ARR,"Grady,F",
,,,,,,
,,,,Please see,,
,,,,,,
,,13223,9,ARR,"Irwin,T",
,,,,,,
,,,,Please see,,
,,,,,,
,,13224,10,ARR,"Kimbrell,M",
,,,,,,
,,,,Please see,,
,,,,,,
,,13225,11,ARR,"Irwin,T",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,13227,12,ARR,"Maltby,D",
,,,,,,
,,,,Please see,,
,,,,,,
,,13228,13,ARR,"Mckelvie,T",
,,,,,,
,,,,Please see,,
,,,,,,
,,13230,14,ARR,"Nigro,K",
,,,,,,
,,,,Please see,,
,,,,,,
,,13231,15,ARR,"Obermark,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,13233,16,ARR,"Schott,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,13235,17,ARR,"Schreiner,S",
,,,,,,
,,,,Please see,,
,,,,,,
,,13236,18,ARR,"Schreyer,K",
,,,,,,
,,,,Please see,,
,,,,,,
,,13237,19,ARR,"Seely,S",
,,,,,,
,,,,Please see,,
,,,,,,
,,13238,20,ARR,"Staley,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,13239,21,ARR,"Torbert,B",
,,,,,,
,,,,Please see,,
,,,,,,
,,13240,22,ARR,"Troy,M",
,,,,,,
,,,,Please see,,
,,,,,,
,,13241,23,ARR,"Vanvoorden,B",
,,,,,,
,,,,Please see,,
,,,,,,
,,13242,24,ARR,"Wall,D",
,,,,,,
,,,,Please see,,
,,,,,,
,,13243,25,ARR,"Wall,E",
,,,,,,
,,,,Please see,,
,,,,,,
,,13244,26,ARR,"Watt,K",
,,,,,,
,,,,Please see,,
,,,,,,
4060,Adolescent Literature,13205,1,04:00 - 06:30 pm,"Gavin,S",
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
4080,"Narrative, Cognition, And Emotion",15047,1,02:00 - 04:40 pm,"Carroll,J",
,,,,,,
,,,,Please see,,
,,,,,,
4160,Special Topics In Writing,14433,1,11:00 - 12:15 pm,"Duffey,S",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4370,Shakespeare: Tragedies And Romances,13213,1,09:30 - 10:45 am,"Schreyer,K",
,,,,Please see,,
,,,,,,
4770,Modern Poetry,15048,1,12:30 - 01:45 pm,"Schreiner,S",
,,,,Please see,,
,,,,,,
4810,English Grammar,13222,1,11:00 - 12:15 pm,"Torbert,B",
,,,,Please see,,
,,,,,,
4870,Advanced Business And Technical,13226,1,ARR,"Klein,W",
,Writing,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4871,"Publishing: Writers, Editors, and",15049,1,ARR,"Allison,J",
,Readers,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4880,Writing For Teachers,13229,1,04:00 - 06:30 pm,"Cartier,C",
,,,,,,
,,,,Please see,,
,,,,,,
4890,Writing Internship,13232,1,ARR,"Allison,J",
,,,,,,
,,,,Please see,,
,,,,,,
4892,Independent Writing Project,13234,1,ARR,"Allison,J",
,,,,,,
,,,,Please see,,
,,,,,,
4930,Studies In Gender And Literature,15065,1,11:00 - 12:15 pm,"Nigro,K",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4950,Special Topics In Literature,15050,2,12:30 - 01:45 pm,"Wall,E",
,,,,,,
,,,Literature & Film,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,13246,3,02:00 - 03:15 pm,"Torbert,B",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,15051,4,11:00 - 01:30 pm,"Nigro,K",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
5000,Introduction To Graduate Study In,13272,G01,06:55 - 09:25 pm,"Carroll,J",
,English,,,,,
5100,Graduate Workshop In Poetry,13273,G01,06:55 - 09:25 pm,"Seely,S",
,,,,,,
5110,Graduate Workshop In Fiction,13276,G01,06:55 - 09:25 pm,"Dalton,J",
,,,,,,
5170,"Techniques, Methods, And Effects In",15053,G01,06:55 - 09:25 pm,"Troy,M",
,Fiction Writing,,,,,
5190,Literary Journal Editing,13278,G01,04:00 - 06:30 pm,"Troy,M",
,,,,,,
5200,MFA Readings,13279,G01,ARR,"Dalton,J",
,,,,,,
,,13280,G02,ARR,"Irwin,T",
,,,,,,
,,13281,G03,ARR,"Schreiner,S",
,,,,,,
,,13282,G04,ARR,"Seely,S",
,,,,,,
,,13283,G05,ARR,"Troy,M",
,,,,,,
,,13284,G06,ARR,"Wall,D",
,,,,,,
,,13285,G07,ARR,"Wall,E",
,,,,,,
5300,Renaissance Literature,15052,G01,04:00 - 06:30 pm,"Schreyer,K",
,,,,,,
5850,Studies In Composition,15054,G01,04:00 - 06:30 pm,"Obermark,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5890,Teaching College Writing,13287,G01,04:00 - 06:30 pm,"Duffey,S",
,,,,,,
5910,Studies In Poetry,15485,G01,06:55 - 09:25 pm,"Schreiner,S",
,,,,,,
,,,,,,
5950,Seminar In Special Topics,15055,G01,04:00 - 06:30 pm,"Ebest,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,13288,G02,,,
,,13289,G03,06:55 - 09:25 pm,"Dalton,J",
,,,,,,
,,,,,,
,,,,,,
5970,Independent Reading,13290,G01,ARR,"Carroll,J",
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,13292,G02,ARR,"Dalton,J",
,,,,,,
,,13293,G03,ARR,"Duffey,S",
,,,,,,
,,13294,G04,ARR,"Ebest,S",
,,,,,,
,,13295,G05,ARR,"Grady,F",
,,,,,,
,,13296,G06,ARR,"Irwin,T",
,,,,,,
,,13297,G07,ARR,"Klein,W",
,,,,,,
,,13298,G08,ARR,"Maltby,D",
,,,,,,
,,13299,G09,ARR,"Nigro,K",
,,,,,,
,,13300,G10,ARR,"Obermark,L",
,,,,,,
,,13301,G11,ARR,"Schreiner,S",
,,,,,,
,,13302,G12,ARR,"Schreyer,K",
,,,,,,
,,13303,G13,ARR,"Seely,S",
,,,,,,
,,13304,G14,ARR,"Torbert,B",
,,,,,,
,,13305,G15,ARR,"Troy,M",
,,,,,,
,,13306,G16,ARR,"Wall,D",
,,,,,,
,,13307,G17,ARR,"Wall,E",
,,,,,,
6000,Thesis,13247,G01,ARR,"Troy,M",
,,,,,,
,,13249,G02,ARR,"Dalton,J",
,,,,,,
,,13250,G03,ARR,"Duffey,S",
,,,,,,
,,13251,G04,ARR,"Ebest,S",
,,,,,,
,,13252,G05,ARR,"Grady,F",
,,,,,,
,,13253,G06,ARR,"Irwin,T",
,,,,,,
,,13254,G07,ARR,"Klein,W",
,,,,,,
,,13255,G08,ARR,"Maltby,D",
,,,,,,
,,13260,G09,ARR,"Nigro,K",
,,,,,,
,,13261,G10,ARR,"Obermark,L",
,,,,,,
,,13262,G11,ARR,"Schreiner,S",
,,,,,,
,,13263,G12,ARR,"Schreyer,K",
,,,,,,
,,13264,G13,ARR,"Seely,S",
,,,,,,
,,13265,G14,ARR,"Torbert,B",
,,,,,,
,,13266,G15,ARR,"Troy,M",
,,,,,,
,,13267,G16,ARR,"Wall,D",
,,,,,,
,,13268,G17,ARR,"Wall,E",
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
English For Academic Purposes,,,,,,
3202,Listening And Speaking Skills,14972,1,02:00 - 03:15 pm,"Brefeld,R",
,,,,Please see,,
,,,,,,
3203,Reading And Writing I,13906,1,09:30 - 10:45 am,"Brefeld,R",
,,,,Please see,,
,,,,,,
,,,1,09:30 - 10:45 am,"Brefeld,R",
,,,,Please see,,
,,,,,,
3205,Grammar for Speaking and Writing I,13907,1,12:30 - 01:45 pm,"Mussman,D",
,,,,Please see,,
,,,,,,
4302,Language Skills for Academic Success,13908,1,12:30 - 01:45 pm,"Mayer,N",
,,,,Please see,,
,,,,,,
,,13909,2,11:00 - 12:15 pm,"Mussman,D",
,,,,Please see,,
,,,,,,
4303,Reading and Writing II,13910,1,09:30 - 10:45 am,"Mussman,D",
,,,,Please see,,
,,,,,,
,,13911,2,12:30 - 01:45 pm,"Mayer,N",
,,,,Please see,,
,,,,,,
4305,Grammar for Speaking and Writing II,13912,1,11:00 - 12:15 pm,"Mayer,N",
,,,,Please see,,
,,,,,,
,,,1,11:00 - 12:15 pm,"Mayer,N",
,,,,Please see,,
,,,,,,
5400,Seminar for International Teaching,14834,YC1,02:00 - 03:45 pm,"Mussman,D",
,Assistants,,,,,
Finance,,,,,,
3500,Financial Management,13629,1,11:00 - 12:15 pm,"Pandjiris,J",
,,,,,,
,,,,,,
,,13630,2,09:30 - 10:45 am,"Tenkku,R",
,,,,,,
,,,,,,
,,13631,3,12:30 - 01:45 pm,"Tenkku,R",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,13632,4,ARR,"Tenkku,R",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15153,5,ARR,"Tenkku,R",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,15154,6,09:00 - 10:15 am,"Pandjiris,J",
,,,,,,
,,,,,,
,,14325,C01,12:30 - 01:45 pm,"Tenkku,R",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14326,S01,12:30 - 01:45 pm,"Tenkku,R",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14327,W01,12:30 - 01:45 pm,"Tenkku,R",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3503,Computer Applications In Finance,13633,1,11:00 - 01:40 pm,"Mai,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,13634,E01,05:30 - 08:10 pm,"Mai,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3520,Investments,13635,1,12:30 - 01:45 pm,"Tse,Y",
,,,,,,
,,,,,,
,,13636,E01,05:30 - 06:45 pm,"Pandjiris,J",
,,,,,,
,,,,,,
3523,Fixed Income Analysis,13637,E01,05:30 - 08:10 pm,"Tse,Y",
,,,,,,
,,,,,,
,,,,,,
3525,Practicum In Investments,13639,1,02:00 - 03:15 pm,"Locke,K",
,,,,,,
,,,,,,
,,13640,E01,08:20 - 09:35 pm,"Locke,K",
,,,,,,
,,,,,,
3540,Introduction to Financial,13641,1,09:30 - 10:45 am,"Miller,J",
,Institutions and Financial Markets,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
3542,Principles Of Real Estate,13643,1,,,
3560,Practice Of Personal Financial,13644,1,08:00 - 09:15 am,"Eyssell,T",
,Planning,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,1,ARR,"Eyssell,T",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3561,Principles Of Insurance,13646,1,11:00 - 12:15 pm,"Bailey,S",
,,,,,,
,,,,,,
3562,Life Insurance And Employee Benefits,13706,1,ARR,"Griffey,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14328,C01,ARR,"Griffey,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14329,S01,ARR,"Griffey,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14330,W01,ARR,"Griffey,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3563,Retirement Planning And Employee,15155,1,09:00 - 09:50 am,"Bailey,S",
,Benefits,,,,,
,,,,,,
,,,1,09:00 - 10:15 am,"Bailey,S",
,,,,,,
,,,,,,
3564,Estate Planning And Trusts,13647,1,12:30 - 01:45 pm,"Flotron,G",
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
3580,International Corporate Finance,13508,1,09:30 - 12:10 pm,"Zhang,G",
,,,,,,
,,,,,,
,,,,,,
3582,International Investments,13516,1,ARR,"Weise,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3590,Internship In Finance,13691,1,ARR,"Eyssell,T",
,,,,,,
,,,,,,
,,,,,,
,,14835,2,ARR,"Pandjiris,J",
,,,,,,
,,,,,,
,,,,,,
,,14970,3,ARR,"Flotron,G",
,,,,,,
,,,,,,
,,,,,,
,,15020,4,ARR,"Miller,J",
,,,,,,
,,,,,,
,,,,,,
,,15282,5,ARR,"Zhang,G",
,,,,,,
,,,,,,
,,,,,,
3599,Independent Study In Finance,13693,1,08:00 - 10:40 am,"Eyssell,T",
,,,,,,
,,,,,,
,,,,,,
,,14654,2,ARR,"Tenkku,R",
,,,,,,
,,,,,,
,,,,,,
,,14950,3,ARR,"Flotron,G",
,,,,,,
,,,,,,
,,,,,,
,,15012,4,ARR,"Locke,K",
,,,,,,
,,,,,,
,,,,,,
,,15283,5,ARR,"Zhang,G",
,,,,,,
,,,,,,
,,,,,,
5599,Individual Research in Finance,13695,G01,08:00 - 10:40 am,"Eyssell,T",
,,,,,,
,,,,,,
,,,,,,
,,15043,G02,ARR,"Fung,H",
,,,,,,
,,,,,,
,,,,,,
,,15284,G03,ARR,"Zhang,G",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
6500,Financial Management,13697,G01,05:30 - 08:10 pm,"Mai,L",
,,,,,,
,,,,,,
6540,Financial Institutions and Financial,14437,G01,ARR,"Arshadi,N",
,Markets,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6542,Real Estate,13702,G01,,,
6581,Seminar In International Investments,13703,G01,ARR,"Weise,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6582,International Bank Management,13704,G01,06:55 - 09:35 pm,"Fung,H",
,,,,,,
,,,,,,
6590,Seminar In Finance,13638,G01,05:30 - 08:10 pm,"Tse,Y",
,,,,,,
,,,,,,
,,,,,,
,,13645,G02,08:00 - 09:15 am,"Eyssell,T",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G02,ARR,"Eyssell,T",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15156,G03,05:30 - 06:45 pm,"Arshadi,N",
,,,,,,
,,,,,,
6591,Finance Internship,15000,G02,ARR,"Fung,H",
,,,,,,
,,,,,,
,,,,,,
,,13705,G01,ARR,"Eyssell,T",
,,,,,,
,,,,,,
,,,,,,
,,15285,G03,ARR,"Zhang,G",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
Foreign Language -Other,,,,,,
1200,Language and Identity: Are We the,15496,1,02:00 - 03:15 pm,"Noll,B",
,Languages We Speak,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2100,Languages and World View,13314,1,11:00 - 12:15 pm,"Noll,B",
,,,,,,
,,,,Please see,,
,,,,,,
2192,Service Learning In Foreign Languages,13914,1,ARR,"Hendrickson,R",
,,,,,,
,,,,Please see,,
,,,,,,
3294,Internship in Languages,13915,1,ARR,"Noll,B",
,,,,,,
,,,,Please see,,
,,,,,,
4394,Advanced Internship in Languages,13916,1,ARR,"Noll,B",
,,,,,,
,,,,Please see,,
,,,,,,
French,,,,,,
1001,French Language and Culture I,13917,1,09:30 - 10:20 am,"Blank,A",
,,,,Please see,,
,,,,,,
,,,1,09:30 - 10:45 am,"Blank,A",
,,,,Please see,,
,,,,,,
,,,1,09:30 - 10:20 am,"Blank,A",
,,,,Please see,,
,,,,,,
,,13918,2,12:30 - 01:45 pm,"Trapani,S",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,2,12:30 - 01:45 pm,"Trapani,S",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,2,ARR,"Trapani,S",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1002,French Language and Culture II,13920,1,11:00 - 11:50 am,"Blank,A",
,,,,Please see,,
,,,,,,
,,,1,11:00 - 12:15 pm,"Blank,A",
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,1,11:00 - 11:50 am,"Blank,A",
,,,,Please see,,
,,,,,,
2101,Foreign Language and Culture III,13921,1,12:30 - 01:45 pm,"White,V",
,,,,Please see,,
,,,,,,
,,,1,12:30 - 01:45 pm,"White,V",
,,,,Please see,,
,,,,,,
,,13922,2,11:00 - 12:15 pm,"White,V",
,,,,Please see,,
,,,,,,
,,,2,11:00 - 12:15 pm,"White,V",
,,,,Please see,,
,,,,,,
2170,Intermediate French Language And,13923,1,11:00 - 12:15 pm,"Trapani,S",
,Culture,,,Please see,,
,,,,,,
2180,Readings In French,13924,1,12:30 - 01:45 pm,"White,V",
,,,,Please see,,
,,,,,,
3211,Contemporary French Culture,15141,1,12:30 - 01:45 pm,"Blank,A",
,,,,Please see,,
,,,,,,
3271,Intermediate French Conversation,14734,1,11:00 - 12:15 pm,"Trapani,S",
,,,,Please see,,
,,,,,,
,,,1,11:00 - 12:15 pm,"Trapani,S",
,,,,Please see,,
,,,,,,
4311,Special Topics In French Culture and,13926,1,04:30 - 07:00 pm,"White,V",
,Literature,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
5311,Advanced Topics in French Culture and,13927,G01,04:30 - 07:00 pm,"White,V",
,Literature,,,,,
,,,,,,
Gender Studies,,,,,,
2102,Introduction To Gender Studies,14373,1,ARR,"Swindle,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14375,2,02:00 - 03:15 pm,"Nigro,K",
,,,,,,
,,,,Please see,,
,,,,,,
,,14887,3,ARR,"Carter,B",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2130,Gender and the Military,15081,1,02:00 - 03:15 pm,"Craig,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
2150,Special Topics In Gender Studies,15067,1,09:30 - 10:45 am,"Delston,J",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,15068,2,ARR,"Delston,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15069,3,ARR,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15070,4,ARR,"Rohloff,W",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15071,5,ARR,"TBA,I",
,,,,,"Rohloff,W",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15072,6,ARR,"TBA,I",
,,,,,"Rohloff,W",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15073,7,ARR,"TBA,I",
,,,,,"Rohloff,W",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,15076,8,03:30 - 04:45 pm,"Weber,K",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,15082,9,11:00 - 12:15 pm,"Casad,B",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,15084,11,,,
,,15085,12,11:00 - 12:15 pm,"Nolan,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15110,13,ARR,"Shields,N",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15113,14,ARR,"Nolan,J",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,15114,15,02:00 - 03:15 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
2230,Psychology Of Gender,15261,1,02:00 - 03:15 pm,"Kirschbaum,A",
,,,,,,
,,,,Please see,,
,,,,,,
3224,Families in Global Perspecitive,14378,1,12:30 - 01:45 pm,"Usui,C",
,,,,,,
,,,,Please see,,
,,,,,,
3350,Special Topics In Gender Studies,12157,1,11:00 - 12:15 pm,"Nigro,K",
,,,,,,
,,,,Please see,,
,,,,,,
,,13116,2,11:00 - 12:15 pm,"Murray,J",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,14351,3,11:00 - 12:15 pm,"Meriac,J",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14361,4,ARR,"Dupy,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,15446,5,02:00 - 04:40 pm,"Sauter,V",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14362,6,ARR,"Dupy,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14381,7,ARR,"Clarke Ekong,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
3352,Independent Studies In Gender Studies,14986,1,ARR,"Nigro,K",
,,,,Please see,,
,,,,,,
,,,,,,
3700,Diversity And Social Justice,14771,1,12:30 - 03:15 pm,"Wells-Glover,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,14772,E01,04:00 - 06:45 pm,"Curtis,L",
,,,,,,
,,,,Please see,,
,,,,,,
4325,"Gender, Crime And Justice",13113,1,11:00 - 12:15 pm,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
4330,Violence Against Women,12388,1,12:30 - 01:45 pm,"Kuijpers,K",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
4350,Special Topics In Gender Studies,15059,1,11:00 - 12:15 pm,"Duffey,S",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,15060,2,11:00 - 01:30 pm,"Nigro,K",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,15387,3,02:00 - 04:30 pm,"Schneider,J",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4352,Independent Study In Gender Studies,14987,1,ARR,"Nigro,K",
,,,,Please see,,
,,,,,,
,,,,,,
4353,Internship In Gender Studies,14988,1,ARR,"Nigro,K",
,,,,Please see,,
,,,,,,
,,,,,,
4360,Sociology Of Minority Groups,13323,1,ARR,"Harris,K",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4600,Masculinities,14718,1,ARR,"Weber,K",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4920,"Gender, Power, and the Environment",15066,1,11:00 - 12:15 pm,"Nigro,K",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
5350,Topics In Women's And Gender Studies,15386,G01,02:00 - 04:30 pm,"Schneider,J",
,,,,,,
,,,,,,
,,,,,,
5500,Foundations Of Human Behavior In The,14774,G01,04:00 - 09:00 pm,"Pickard,J",
,Social Environment,,,,,
,,,,,,
,,,,Students must,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
5700,"Diversity, Social Justice And Social",14773,G01,09:00 - 05:00 pm,"Wells-Glover,L",
,Practice,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,09:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,09:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,01:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,01:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,01:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
